A,B,C,D,E,F,G,H,I,J,K,L,FORECAST
-0.397116117,-0.917768375,-0.982365013,0.18697321,-4.56E-12,1,311600,0.5,3100000,335457.6344,26470.66468,25571.70097,387500
-0.412844744,-0.910801415,-0.923183688,0.384359047,-2.59E-13,1,1472300,1.6,1700000,441424.4516,52452.07719,45423.47122,539300
-0.428451199,-0.903564923,-0.824800663,0.565423617,-1.05E-11,1,1127500,2.7,1700000,283435.8861,35515.80265,25848.31125,344800
-0.443930863,-0.896061041,-0.691393634,0.722478265,-6.21E-12,1,918900,0.8,1700000,170865.6451,20485.70856,17248.64636,208600
-0.459279155,-0.888291989,-0.528627543,0.848853886,-1.92E-12,1,816100,1.9,1700000,84779.25619,9592.791384,8427.95243,102800
-0.474491534,-0.880260066,-0.343414025,0.939184118,-1.22E-11,1,488200,1,1700000,277584.986,25174.41592,25140.59806,327900
-0.489563497,-0.87196765,-0.143617912,0.989633212,-7.87E-12,1,4197800,1,4270000,130443.3338,11754.24598,12002.42026,154200
-0.504490584,-0.863417194,0.062276734,0.99805892,-3.57E-12,1,4084100,0.9,4270000,98429.76265,7767.005351,7503.232002,113700
-0.519268379,-0.854611228,0.265526886,0.964103455,7.27E-13,1,3561300,0.8,4270000,427918.9751,50847.29456,44033.73031,522800
-0.533892507,-0.845552359,0.457501811,0.889208689,-9.53E-12,1,3048200,0.7,4270000,421783.5068,52851.3873,38465.10587,513100
-0.548358641,-0.836243266,0.630049564,0.776554922,-5.23E-12,1,2715100,0.6,4270000,272844.4217,32712.31793,27543.26032,333100
-0.562662501,-0.826686706,0.775843144,0.63092584,-9.30E-13,1,2562000,0.5,4270000,126261.7132,14286.54048,12551.74628,153100
-0.576799853,-0.816885506,0.888691634,0.458505376,-1.12E-11,1,2402700,0.4,4270000,134856.0179,12230.20572,12213.77637,159300
-0.590766513,-0.806842566,0.963803079,0.266615124,-6.88E-12,1,2201700,0.3,4270000,170033.1393,15321.6825,15645.17816,201000
-0.604558349,-0.796560859,0.997987978,0.063403435,-2.59E-12,1,2129700,0.2,4270000,62330.19271,4918.420275,4751.387019,72000
-0.618171279,-0.786043427,0.989794717,-0.142500592,-1.28E-11,1,1641200,0.1,4270000,399843.9544,47511.29188,41144.75374,488500
-0.631601275,-0.775293383,0.93957121,-0.342353532,-8.54E-12,1,989200,0,4270000,535963.4505,67158.65234,48877.89715,652000
-0.644844362,-0.764313907,0.84945013,-0.527668908,-4.24E-12,1,844200,1,4270000,118770.4628,14239.82618,11989.71104,145000
-0.657896621,-0.75310825,0.723258341,-0.690577564,5.64E-14,1,702200,1,4270000,117107.5329,13250.74296,11641.72417,142000
-0.670754191,-0.741679726,0.5663544,-0.824161813,-1.02E-11,1,3240400,0,3320000,67808.95816,6149.651465,6141.390377,80100
-0.683413265,-0.730031718,0.385401014,-0.922749185,-5.90E-12,1,2996000,0,3320000,206746.7625,18629.94628,19023.29125,244400
-0.695870098,-0.718167673,0.188082114,-0.982153307,-1.60E-12,1,2885400,0,3320000,95746.10157,7555.240034,7298.658394,110600
-0.708121003,-0.706091103,-0.017223429,-0.999851666,-1.19E-11,1,2273500,0,3320000,500848.548,59513.12078,51538.33124,611900
-0.720162355,-0.69380558,-0.221797603,-0.975092725,-7.55E-12,1,1761100,0,3320000,421208.0859,52779.28445,38412.6296,512400
-0.731990591,-0.68131474,-0.416953453,-0.90892784,-3.26E-12,1,1517200,0,3320000,199780.1095,23952.36969,20167.52084,243900
-0.74360221,-0.66862228,-0.59440396,-0.804166608,1.04E-12,1,1174600,0,3320000,282542.5406,31969.75027,28087.70917,342600
-0.754993776,-0.655731956,-0.746613935,-0.665257568,-9.21E-12,1,1029000,0,3320000,123258.2311,11178.39268,11163.37627,145600
-0.766161919,-0.642647582,-0.867119997,-0.498099298,-4.91E-12,1,919900,0.1,3320000,92291.61941,8316.395825,8491.984761,109100
-0.777103332,-0.62937303,-0.950805023,-0.309789941,-6.14E-13,1,785100,0.2,3320000,116695.9719,9208.375737,8895.652364,134800
-0.787814779,-0.61591223,-0.994115448,-0.108325787,-1.09E-11,1,4246900,0.3,4420000,423007.8928,50263.73724,43528.36997,516800
-0.798293088,-0.602269163,-0.995212154,0.097738269,-6.57E-12,1,3792300,0.4,4420000,373694.7617,46825.64932,34079.58903,454600
-0.808535161,-0.588447868,-0.954048571,0.299652006,-2.27E-12,1,3582400,0.5,4420000,171930.4837,20613.37596,17356.14032,209900
-0.818537965,-0.574452435,-0.872372653,0.488841441,-1.25E-11,1,3441000,0.6,4420000,116612.7123,13194.75391,11592.53379,141400
-0.82829854,-0.560287005,-0.753652653,0.65727291,-8.23E-12,1,3292200,0.7,4420000,125967.2032,11424.07164,11408.72519,148800
-0.837813999,-0.54595577,-0.60292985,0.797794206,-3.93E-12,1,3154500,0.8,4420000,116485.3895,10496.49592,10718.11459,137700
-0.847081525,-0.531462972,-0.426604477,0.90443829,3.72E-13,1,3039100,0.9,4420000,99901.44775,7883.134719,7615.417528,115400
-0.856098375,-0.516812898,-0.232163942,0.97267667,-9.88E-12,1,2332300,1,4420000,578525.5004,68743.0524,59531.44717,706800
-0.864861882,-0.502009886,-0.027864892,0.999611699,-5.58E-12,1,1774100,1,4420000,458857.0523,57496.87076,41846.07698,558200
-0.873369452,-0.487058314,0.177617403,0.984099618,-1.28E-12,1,1601100,0.9,4420000,141705.4487,16989.58572,14304.96558,173000
-0.881618567,-0.471962608,0.375557423,0.926799127,-1.15E-11,1,1473100,0.8,4420000,105561.7198,11944.33168,10493.94855,128000
-0.889606786,-0.456727234,0.557549924,0.830143411,-7.24E-12,1,1306100,0.7,4420000,141374.4821,12821.37072,12804.14723,167000
-0.897331745,-0.441356703,0.715866849,0.698236818,-2.94E-12,1,1014100,0.6,4420000,247013.3169,22258.36463,22728.31852,292000
-0.904791159,-0.425855561,0.843785492,0.536680578,-1.32E-11,1,889600,0.5,4420000,107779.2916,8504.768392,8215.940054,124500
-0.911982819,-0.410228397,0.935873968,0.35233495,-8.90E-12,1,3568900,0.4,3850000,492827.1135,58559.97715,50712.90937,602100
-0.918904598,-0.394479835,0.988221867,0.153027912,-4.60E-12,1,3085800,0.3,3850000,397122.6119,49761.26526,36216.12287,483100
-0.925554447,-0.378614534,0.99860631,-0.052777242,-2.98E-13,1,2842900,0.2,3850000,198961.0028,23854.16399,20084.83318,242900
-0.931930398,-0.362637191,0.966586337,-0.256341284,-1.06E-11,1,2745300,0.1,3850000,80490.81132,9107.552909,8001.63577,97600
-0.938030565,-0.346552534,0.893521629,-0.449020153,-6.25E-12,1,2627100,0,3850000,100062.6574,9074.766582,9062.576062,118200
-0.943853142,-0.330365322,0.782514779,-0.62263201,-1.95E-12,1,2546000,0,3850000,68605.41095,6182.032094,6312.556958,81100
-0.949396407,-0.314080345,0.638279536,-0.769804673,-1.22E-11,1,2298800,0,3850000,214000.3283,16886.57628,16313.09543,247200
-0.954658718,-0.297702423,0.466940647,-0.884288659,-7.91E-12,1,1824200,0,3850000,388466.6136,46159.38408,39974.0023,474600
-0.959638518,-0.281236403,0.275773778,-0.961222567,-3.61E-12,1,1298000,0,3850000,432552.0976,54200.74059,39447.16178,526200
-0.964334335,-0.264687157,0.072896562,-0.997339506,6.88E-13,1,1073500,0,3850000,183889.4407,22047.17915,18563.38019,224500
-0.968744777,-0.248059582,-0.133076103,-0.991105822,-9.57E-12,1,982000,0,3850000,75460.13561,8538.330853,7501.533535,91500
-0.972868541,-0.2313586,-0.333397879,-0.942786219,-5.27E-12,1,906000,0,3850000,64338.08764,5834.875298,5827.037062,76000
-0.976704406,-0.214589152,-0.519562382,-0.85443252,-9.69E-13,1,853500,0,3850000,44411.64087,4001.931996,4086.427131,52500
-0.980251236,-0.197756201,-0.683664396,-0.729796543,-1.12E-11,1,4848400,0,4980000,250705.8862,19782.97933,19111.13446,289600
-0.983507982,-0.180864728,-0.81873556,-0.574170778,-6.92E-12,1,4215000,0.1,4980000,518446.5931,61604.20118,53349.20577,633400
-0.98647368,-0.163919733,-0.919040267,-0.394163657,-2.63E-12,1,3561800,0.2,4980000,536949.8863,67282.25722,48967.85647,653200
-0.989147453,-0.146926229,-0.980319217,-0.197418928,-1.29E-11,1,3262200,0.3,4980000,245404.3493,29422.42705,24773.22363,299600
-0.991528509,-0.129889245,-0.999970286,0.007708918,-8.58E-12,1,3134200,0.4,4980000,105561.7198,11944.33168,10493.94855,128000
-0.993616144,-0.112813824,-0.977159019,0.212509416,-4.28E-12,1,2833500,0.5,4980000,254558.7231,23086.14476,23055.13216,300700
-0.99540974,-0.095705017,-0.912854064,0.408286,1.72E-14,1,2735800,0.6,4980000,82647.94882,7447.404877,7604.646299,97700
-0.996908766,-0.078567889,-0.809786041,0.586725291,-1.02E-11,1,2648900,0.7,4980000,75229.07981,5936.260026,5734.660167,86900
-0.998112778,-0.06140751,-0.67233159,0.740250115,-5.94E-12,1,2005400,0.8,4980000,526713.5817,62586.52267,54199.89566,643500
-0.999021421,-0.044228959,-0.50632752,0.862341256,-1.64E-12,1,1553700,0.9,4980000,371310.8751,46526.93752,33862.18734,451700
-0.999634425,-0.02703732,-0.318822962,0.947814285,-1.19E-11,1,1265200,1,4980000,236312.2656,28332.34381,23855.39058,288500
-0.999951609,-0.009837679,-0.117780034,0.993039709,-7.59E-12,1,1030700,1,4980000,193392.3694,21882.38891,19225.24168,234500
-0.999972879,0.007364872,0.088264259,0.996097094,-3.30E-12,1,862700,0.9,4980000,142221.0358,12898.1454,12880.81877,168000
-0.999698229,0.024565245,0.290560533,0.956856612,1.00E-12,1,3129600,0.8,3300000,144147.4972,12989.12785,13263.37492,170400
-0.99912774,0.041758347,0.480518561,0.876984556,-9.25E-12,1,3055200,0.7,3300000,64407.8658,5082.367618,4909.766587,74400
-0.998261581,0.058939093,0.650072043,0.759872581,-4.95E-12,1,2782600,0.6,3300000,223126.8413,26512.95428,22960.20444,272600
-0.997100008,0.076102396,0.792021127,0.610493681,-6.53E-13,1,2203100,0.5,3300000,476366.2877,59690.85741,43442.85491,579500
-0.995643365,0.093243179,0.900338144,0.435191024,-1.09E-11,1,1902800,0.4,3300000,245977.724,29491.17104,24831.105,300300
-0.993892083,0.110356369,0.970423564,0.24140859,-6.61E-12,1,1606900,0.3,3300000,244029.0069,27611.93551,24259.05763,295900
-0.99184668,0.1274369,0.999301308,0.037375078,-2.31E-12,1,1467300,0.2,3300000,118178.9083,10717.74463,10703.34702,139600
-0.989507762,0.14447972,0.985745123,-0.168245514,-1.26E-11,1,1352800,0.1,3300000,96859.6739,8728.023116,8912.302981,114500
-0.98687602,0.161479784,0.930330653,-0.366721796,-8.26E-12,1,1245700,0,3300000,92716.16165,7316.150159,7067.688191,107100
-0.983952234,0.178432062,0.835410997,-0.549625751,-3.97E-12,1,420200,0,3300000,675683.0795,80287.7614,69529.15908,825500
-0.980737269,0.195331536,0.705016784,-0.709190619,3.33E-13,1,1115900,1,1150000,373448.1527,46794.7481,34057.0992,454300
-0.977232076,0.212173207,0.544685022,-0.838640702,-9.92E-12,1,896900,0,1150000,179384.3541,21507.04781,18108.59805,219000
-0.973437692,0.228952089,0.361223974,-0.932479083,-5.62E-12,1,683300,1,1150000,176156.1199,19932.1035,17511.77665,213600
-0.969355241,0.245663218,0.162424056,-0.986721048,-1.32E-12,1,4626100,0,4780000,159914.0099,14502.7361,14483.25396,188900
-0.96498593,0.262301648,-0.043272971,-0.999063286,-1.16E-11,1,4504600,0,4780000,102781.226,9261.614049,9457.159931,121500
-0.960331053,0.278862456,-0.247132473,-0.968981703,-7.28E-12,1,4447100,0,4780000,49777.58445,3927.905081,3794.510467,57500
-0.955391986,0.295340741,-0.44049784,-0.897753671,-2.98E-12,1,3847400,0,4780000,490862.6805,58326.55422,50510.76523,599700
-0.950170192,0.311731626,-0.615158084,-0.788403787,-1.32E-11,1,3225500,0,4780000,511220.3526,64058.22989,46621.41754,621900
-0.944667216,0.32803026,-0.763696503,-0.645575442,-8.93E-12,1,2870800,0,4780000,290537.1252,34833.561,29329.31383,354700
-0.938884686,0.344231822,-0.87980562,-0.475333641,-4.64E-12,1,2704800,0.1,4780000,136900.3553,15490.30515,13609.33953,166000
-0.932824313,0.360331515,-0.958555026,-0.284907464,-3.38E-13,1,2564800,1.2,4780000,118517.5299,10748.4545,10734.01564,140000
-0.926487892,0.376324576,-0.996600736,-0.08238309,-1.06E-11,1,2382200,0.3,4780000,154467.9166,13919.10062,14212.98274,182600
-0.919877296,0.392206272,-0.992327193,0.123639566,-6.29E-12,1,2311100,0.4,4780000,61551.0653,4856.940022,4691.994682,71100
-0.912994483,0.407971903,-0.945915867,0.324412041,-1.99E-12,1,1719500,0.5,4780000,484232.7194,57538.75184,49828.52879,591600
-0.905841489,0.423616804,-0.85933755,0.511408814,-1.22E-11,1,1378000,0.6,4780000,280723.1876,35175.88922,25600.92313,341500
-0.898420431,0.439136345,-0.736268669,0.676689328,-7.95E-12,1,1182000,0.7,4780000,160544.9014,19248.31676,16206.78182,196000
-0.890733505,0.454525932,-0.581935171,0.813235179,-3.65E-12,1,1063500,0.8,4780000,97727.06088,11057.83832,9715.100807,118500
-0.882782986,0.469781013,-0.402890612,0.915248138,6.48E-13,1,911500,0.9,4780000,128676.1753,11669.7506,11654.07412,152000
-0.874571226,0.484897072,-0.206737868,0.978396368,-9.61E-12,1,4791000,2,4900000,125198.5305,11281.63687,11519.83267,148000
-0.866100656,0.499869636,-0.001806291,0.999998369,-5.31E-12,1,4640800,1,4900000,130027.7076,10260.37119,9911.921255,150200
-0.857373783,0.514694275,0.203201989,0.97913684,-1.01E-12,1,4046700,0.9,4900000,486279.0037,57781.90072,50039.09559,594100
-0.848393188,0.529366602,0.39958158,0.916697639,-1.13E-11,1,3452800,0.8,4900000,488203.5173,61174.11599,44522.36675,593900
-0.83916153,0.543882273,0.578993501,0.815332157,-6.96E-12,1,3200000,0.7,4900000,207070.1586,24826.4004,20903.44104,252800
-0.82968154,0.558236995,0.733819273,0.679344739,-2.66E-12,1,2708200,0.6,4900000,405587.9202,45892.36189,40319.71795,491800
-0.819956024,0.572426519,0.85748444,0.514509898,-1.29E-11,1,2580700,0.5,4900000,107935.6076,9788.771059,9775.621386,127500
-0.809987859,0.586446645,0.944737732,0.327827117,-8.62E-12,1,2408500,0.4,4900000,145670.1821,13126.33695,13403.48099,172200
-0.799779997,0.600293225,0.99187406,0.127223616,-4.32E-12,1,2305300,0.3,4900000,89339.94288,7049.735728,6810.321395,103200
-0.789335457,0.613962162,0.996891848,-0.078782257,-2.20E-14,1,1972700,0.2,4900000,272237.6647,32348.52749,28013.80777,332600
-0.77865733,0.62744941,0.95957802,-0.281442752,-1.03E-11,1,1623200,0.1,4900000,287299.4263,35999.92177,26200.65192,349500
-0.767748777,0.640750977,0.881517058,-0.472152175,-5.98E-12,1,1441700,0,4900000,148667.8551,17824.33415,15007.81071,181500
-0.756613025,0.653862929,0.766023709,-0.642812318,-1.68E-12,1,3250400,0,3300000,80078.46085,9060.895364,7960.643784,97100
-0.74525337,0.666781384,0.618002238,-0.786176337,-1.19E-11,1,3131400,0,3300000,100739.9004,9136.186322,9123.913294,119000
-0.733673174,0.67950252,0.443738168,-0.896156481,-7.63E-12,1,2996600,0,3300000,114032.175,10275.43682,10492.38814,134800
-0.721875863,0.692022571,0.250631379,-0.968082595,-3.33E-12,1,2916600,0,3300000,69255.76967,5464.911417,5279.318911,80000
-0.709864928,0.704337834,0.04688188,-0.99890044,9.64E-13,1,2346900,0,3300000,466307.2688,55408.76762,47983.96357,569700
-0.697643924,0.716444663,-0.158858392,-0.987301378,-9.29E-12,1,1796200,0,3300000,452691.8285,56724.34025,41283.83123,550700
-0.685216468,0.728339476,-0.357852966,-0.933777947,-4.99E-12,1,1571900,0,3300000,183725.6193,22027.53801,18546.84266,224300
-0.672586237,0.740018752,-0.541651815,-0.840602945,-6.92E-13,1,1445900,0,3300000,103912.3179,11757.7015,10329.98061,126000
-0.659756969,0.751479036,-0.702450179,-0.711732918,-1.09E-11,1,1119000,0,3300000,276738.4322,25097.64125,25063.92652,326900
-0.64673246,0.762716937,-0.833419981,-0.55264015,-6.65E-12,1,1009000,0.1,3300000,93052.96183,8385.000373,8562.037798,110000
-0.633516564,0.773729128,-0.928999772,-0.370080292,-2.35E-12,1,961000,1.2,3300000,41553.4618,3278.94685,3167.591346,48000
-0.620113193,0.78451235,-0.985130891,-0.171805495,-1.26E-11,1,4506700,0.3,4670000,268718.0557,31930.31141,27651.63286,328300
-0.606526313,0.795063413,-0.999429807,0.033764783,-8.30E-12,1,4079900,0.4,4670000,350842.3323,43962.13623,31995.53145,426800
-0.592759945,0.805379195,-0.971289338,0.237901286,-4.00E-12,1,3874900,0.5,4670000,167916.8612,20132.16804,16950.97078,205000
-0.578818162,0.815456642,-0.901904429,0.431935645,2.94E-13,1,3703900,0.6,4670000,141023.86,15956.88061,14019.25939,171000
-0.564705091,0.825292772,-0.794221413,0.607628462,-9.96E-12,1,3519700,0.7,4670000,155935.2071,14141.89513,14122.89772,184200
-0.550424908,0.834884675,-0.652812898,0.757519188,-5.66E-12,1,3368300,0.8,4670000,128074.7129,11540.8096,11784.47748,151400
-0.535981838,0.844229512,-0.483683599,0.875242924,-1.36E-12,1,3165400,0.9,4670000,175649.9458,13860.38158,13389.67259,202900
-0.521380156,0.853324518,-0.294015353,0.955800697,-1.16E-11,1,2530600,1,4670000,519592.5123,61740.36455,53467.12318,634800
-0.506624183,0.862167001,-0.091862158,0.995771733,-7.32E-12,1,1977300,1,4670000,454829.1061,56992.15083,41478.74309,553300
-0.491718286,0.870754344,0.114191834,0.993458718,-3.02E-12,1,1817900,0.9,4670000,130565.5984,15653.98823,13180.41338,159400
-0.476666875,0.879084006,0.315396831,0.948959872,-1.33E-11,1,1719900,0.8,4670000,80820.69169,9144.878946,8034.42936,98000
-0.461474405,0.887153523,0.503208943,0.864164776,-8.97E-12,1,1662900,0.7,4670000,48253.56573,4376.156474,4370.277796,57000
-0.446145372,0.894960506,0.669652993,0.742674134,-4.68E-12,1,1513900,1.6,4670000,126044.4665,11357.86414,11597.66938,149000
-0.430684312,0.902502645,0.807661168,0.589646876,-3.77E-13,1,1208900,0.5,4670000,264037.6219,20834.97478,20127.40335,305000
-0.4150958,0.909777707,0.911373143,0.41158109,-1.06E-11,1,3451700,0.4,4000000,461068.781,54786.30648,47444.91255,563300
-0.399384449,0.916783541,0.976384936,0.21603809,-6.33E-12,1,2906300,0.3,4000000,448335.0704,56178.41869,40886.5109,545400
-0.38355491,0.923518073,0.999935912,0.011321336,-2.03E-12,1,2692800,0.2,4000000,174879.2676,20966.91648,17653.81591,213500
-0.367611865,0.92997931,0.981026011,-0.193876163,-1.23E-11,1,2613400,1.1,4000000,65481.25429,7409.218248,6509.527461,79400
-0.351560034,0.936165339,0.920458215,-0.390840983,-7.99E-12,1,2499100,0,4000000,96761.0976,8775.34535,8763.557055,114300
-0.335404167,0.942074331,0.820804453,-0.571209288,-3.69E-12,1,2444900,0,4000000,45849.7321,4131.518366,4218.749533,54200
-0.319149044,0.947704536,0.68629638,-0.727321991,6.09E-13,1,2327800,0,4000000,101373.1329,7999.264086,7727.603055,117100
-0.302799475,0.953054289,0.522645693,-0.852549987,-9.64E-12,1,1877500,0,4000000,368576.7301,43795.97693,37927.29296,450300
-0.2863603,0.958122006,0.33680159,-0.941575642,-5.35E-12,1,1540500,0,4000000,277024.0534,34712.37092,25263.57568,337000
-0.269836383,0.962906188,0.13665568,-0.990618607,-1.05E-12,1,1327500,0,4000000,174469.7143,20917.81363,17612.47208,213000
-0.253232613,0.967405419,-0.069293123,-0.997596343,-1.13E-11,1,1234500,0,4000000,76697.18702,8678.30349,7624.509494,93000
-0.236553905,0.971618367,-0.27229949,-0.962212548,-7.00E-12,1,1185500,0,4000000,41481.13545,3761.959074,3756.905474,49000
-0.219805193,0.975543785,-0.463743041,-0.885969747,-2.70E-12,1,1063500,0,4000000,103204.194,9299.727687,9496.078285,122000
-0.202991436,0.979180513,-0.635494393,-0.772105482,-1.30E-11,1,769500,0,4000000,254514.9535,20083.54946,19401.497,294000
-0.186117607,0.982527474,-0.780260368,-0.625454841,-8.66E-12,1,4273400,0,4570000,426118.2449,50633.32354,43848.43152,520600
-0.169188701,0.985583677,-0.89189368,-0.452245137,-4.36E-12,1,3866000,0.1,4570000,334894.9536,41963.85731,30541.18911,407400
-0.152209727,0.988348218,-0.965653977,-0.259831477,-6.12E-14,1,3525100,0.2,4570000,279233.4535,33478.32237,28188.22409,340900
-0.13518571,0.990820278,-0.998409132,-0.056384438,-1.03E-11,1,3365500,1.3,4570000,131622.2693,14893.08857,13084.6421,159600
-0.118121687,0.992999127,-0.988768243,0.149456887,-6.02E-12,1,3158200,1.4,4570000,175490.5996,15915.39012,15894.0103,207300
-0.10102271,0.99488412,-0.937140697,0.348951735,-1.72E-12,1,3041000,0.5,4570000,99143.70115,8933.836762,9122.46209,117200
-0.083893836,0.996474698,-0.845718785,0.533628837,-1.20E-11,1,2796100,0.6,4570000,212009.2249,16729.46007,16161.31501,244900
-0.066740136,0.997770392,-0.718384611,0.695646139,-7.67E-12,1,1804300,0.7,4570000,811801.9119,96462.02514,83536.06296,991800
-0.049566686,0.998770816,-0.560545241,0.828123802,-3.37E-12,1,1395200,0.8,4570000,336292.4043,42138.96422,30668.63148,409100
-0.032378568,0.999475677,-0.378903104,0.92543635,9.25E-13,1,1185900,0.9,4570000,171439.0197,20554.45255,17306.52773,209300
-0.015180868,0.999884764,-0.181171378,0.98345154,-9.33E-12,1,1104900,2,4570000,66800.77579,7558.522394,6640.701818,81000
0.002021325,0.999997957,0.024253537,0.99970584,-5.03E-12,1,1000900,2,4570000,88041.59361,7984.566197,7973.84019,104000
0.019222919,0.999815223,0.22864856,0.973509032,-7.32E-13,1,799900,0.9,4570000,170033.1393,15321.6825,15645.17816,201000
0.036418825,0.999336615,0.423334342,0.905973529,-1.10E-11,1,3264600,0.8,3300000,82587.50533,6516.906865,6295.587801,95400
0.053603954,0.998562275,0.600043824,0.79996713,-6.69E-12,1,3152500,0.7,3300000,91755.38851,10902.79595,9441.815546,112100
0.070773219,0.997492432,0.751273287,0.659991248,-2.39E-12,1,2889400,0.6,3300000,216276.0488,27100.37029,19723.58089,263100
0.087921541,0.996127403,0.870600984,0.491989763,-1.26E-11,1,2749700,0.5,3300000,114429.1976,13719.33598,11551.46643,139700
0.105043844,0.994467592,0.95295983,0.303096623,-8.34E-12,1,2288700,0.4,3300000,380187.1313,43018.25708,37794.61158,461000
0.122135062,0.992513489,0.994852573,0.10133291,-4.04E-12,1,2106600,0.3,3300000,154157.4442,13980.66831,13961.88749,182100
0.139190136,0.990265674,0.994500296,-0.104733764,2.54E-13,1,2026800,0.2,3300000,67505.69413,6082.936635,6211.369239,79800
0.156204021,0.987724812,0.951917959,-0.306353064,-1.00E-11,1,1944100,0.1,3300000,71593.1519,5649.352177,5457.495924,82700
0.17317168,0.984891654,0.86891376,-0.494963512,-5.70E-12,1,1007700,0,3300000,766456.2516,91073.84588,78869.90256,936400
0.190088092,0.981767038,0.749012356,-0.662556028,-1.40E-12,1,673200,1,3300000,274968.9788,34454.86075,25076.16043,334500
0.206948253,0.97835189,0.597305193,-0.802014031,-1.17E-11,1,507200,0,3300000,135971.7022,16302.14583,13726.15195,166000
0.223747171,0.97464722,0.420234303,-0.907415633,-7.36E-12,1,4128300,0,4260000,108613.1132,12289.59752,10797.28925,131700
0.240479876,0.970654124,0.225318752,-0.974285102,-3.06E-12,1,4087000,0,4260000,34962.67131,3170.794076,3166.534614,41300
0.257141417,0.966373785,0.020835356,-0.99978292,-1.33E-11,1,3973100,1,4260000,96352.11229,8682.28675,8865.600956,113900
0.273726862,0.961807468,-0.184532784,-0.982826359,-9.01E-12,1,3922600,0,4260000,43717.70461,3449.725332,3332.570062,50500
0.290231304,0.956956525,-0.382064998,-0.924135454,-4.71E-12,1,3267800,0,4260000,535962.7868,63685.55562,55151.65762,654800
0.306649858,0.951822391,-0.563373358,-0.826202433,-4.16E-13,1,2821900,0,4260000,366543.1021,45929.51393,33427.38396,445900
0.322977665,0.946406587,-0.720758858,-0.693185883,-1.07E-11,1,2255100,0,4260000,464269.6435,55662.9895,46867.36701,566800
0.339209895,0.940710714,-0.847538343,-0.530734168,-6.37E-12,1,2076500,0,4260000,147291.5871,16666.0753,14642.33759,178600
0.355341743,0.934736458,-0.938328301,-0.345745569,-2.07E-12,1,1967800,0.1,4260000,92020.3964,8345.40717,8334.196429,108700
0.371368435,0.928485587,-0.989273464,-0.14607537,-1.23E-11,1,1794500,0.2,4260000,146600.7117,13210.18695,13489.10137,173300
0.387285228,0.921959951,-0.998210516,0.059797714,-8.03E-12,1,1687400,0.3,4260000,92716.16165,7316.150159,7067.688191,107100
0.403087413,0.915161482,-0.964759957,0.263131573,-3.73E-12,1,1121100,0.4,4260000,463524.3221,55078.08514,47697.59272,566300
0.418770313,0.90809219,-0.89034222,0.455291919,5.70E-13,1,860100,0.5,4260000,214549.7862,26884.06175,19566.15208,261000
0.434329287,0.900754168,-0.778117349,0.628118931,-9.68E-12,1,671100,0.6,4260000,154811.1549,18560.87688,15627.96818,189000
0.449759731,0.893149587,-0.632850815,0.774273754,-5.38E-12,1,4817200,0.7,4970000,150755.331,17057.99869,14986.67027,182800
0.465057078,0.885280698,-0.460711159,0.887550127,-1.09E-12,1,4685400,0.8,4970000,111575.7888,10118.90216,10105.30901,131800
0.480216802,0.87714983,-0.26900805,0.963137928,-1.13E-11,1,4549500,0.9,4970000,114962.7047,10359.28683,10578.00852,135900
0.495234415,0.868759388,-0.065881891,0.997827428,-7.04E-12,1,4190200,1,4970000,311044.9755,24544.2834,23710.74106,359300
0.510105475,0.860111855,0.140041851,0.990145585,-2.74E-12,1,2822900,1,4970000,1119153.815,132982.9875,115163.1971,1367300
0.524825581,0.851209792,0.340018911,0.940418598,-1.30E-11,1,1527500,0.9,4970000,1064857.444,133431.4697,97111.08585,1295400
0.539390376,0.842055831,0.525557545,0.850758054,-8.70E-12,1,1053900,0.8,4970000,387928.9047,46510.21847,39160.87688,473600
0.553795549,0.832652682,0.688779115,0.724971262,-4.40E-12,1,791300,0.7,4970000,216566.4657,24504.54297,21528.99133,262600
0.56803684,0.823003128,0.822752645,0.568399582,-1.00E-13,1,4524200,1.6,4970000,410070.6533,37189.65256,37139.69411,484400
0.582110032,0.813110024,0.921789138,0.38769161,-1.04E-11,1,4241600,1.5,4970000,239061.5183,21541.82823,21996.65347,282600
0.596010961,0.802976298,0.981683148,0.190520858,-6.06E-12,1,3933100,1.4,4970000,267067.5618,21074.06465,20358.37355,308500
0.609735513,0.792604948,0.999891359,-0.014740096,-1.76E-12,1,3761400,0.3,4970000,140538.8065,16699.46533,14461.72818,171700
0.623279628,0.781999044,0.975640585,-0.219375132,-1.20E-11,1,3364200,0.2,4970000,326510.2493,40913.21581,29776.53489,397200
0.636639297,0.771161725,0.909960602,-0.41469471,-7.71E-12,1,3171900,0.1,4970000,157514.2069,18884.95568,15900.83747,192300
0.649810566,0.760096197,0.805640418,-0.592404859,-3.41E-12,1,2955400,0,4970000,178547.7526,20202.71726,17749.53017,216500
0.662789538,0.748805735,0.667109843,-0.744959367,8.86E-13,1,2812100,0,4970000,121311.1574,11001.81092,10987.03172,143300
0.675572372,0.73729368,0.500251383,-0.865880219,-9.37E-12,1,2667000,0,4970000,122745.316,11060.57777,11294.10622,145100
0.688155284,0.725563439,0.312150451,-0.950032682,-5.07E-12,1,2448200,1,4970000,189414.5301,14946.53272,14438.93722,218800
0.700534553,0.713618484,0.110794486,-0.993843339,-7.71E-13,1,1329400,0,4970000,915753.1549,108813.9884,94232.85667,1118800
